Silver results of stdin

Query-def :sp|P96368|TRCS_MYCTU Sensor histidine kinase TrcS OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=trcS PE=1 SV=1
Length :509

id,hit,score,evalue,identity,positive,gaps,align-length 
NUK54380,1,567,1.9438e-62,177,218,6,365
WP_203929928,1,568,1.9503e-62,187,243,25,412
WP_070418387,1,570,1.96458e-62,196,263,15,443
WP_064446158,1,568,1.97589e-62,160,196,6,291
WP_230396663,1,572,1.98263e-62,161,202,6,299
WP_160505995,1,569,2.02767e-62,184,249,32,440
WP_174536560,1,568,2.03901e-62,160,196,6,291
WP_043324541,1,568,2.14871e-62,160,196,6,291
MBN9102648,1,566,2.19413e-62,189,241,23,404
WP_028663152,1,567,2.24496e-62,175,245,9,406
WP_186832099,1,570,2.25221e-62,177,226,7,370
WP_168483874,1,567,2.29823e-62,173,224,5,362
WP_069089844,1,567,2.31227e-62,160,196,6,291
WP_141862253,1,566,2.32624e-62,187,249,9,406
WP_103554414,1,570,2.34076e-62,177,226,6,374
AZP23410,1,567,2.35012e-62,184,243,9,422
WP_225438361,1,576,2.3529e-62,159,204,6,291
WP_249408049,1,567,2.42523e-62,190,250,20,420
WP_059202870,1,569,2.48296e-62,190,251,19,417
MBD8538635,1,565,2.49514e-62,187,253,20,426
WP_245661134,1,569,2.55409e-62,189,250,18,421
MCP9991851,1,567,2.60009e-62,159,196,6,293
WP_119869095,1,566,2.62106e-62,185,257,6,422
WP_201821984,1,570,2.69825e-62,180,229,9,365
NUK36391,1,568,2.76762e-62,177,218,6,365
WP_121193357,1,565,2.77578e-62,159,199,6,292
WP_030180355,1,570,2.78697e-62,159,201,6,295
WP_076473081,1,566,2.97043e-62,202,258,24,413
WP_244315340,1,568,2.98667e-62,159,197,6,294
TFD54623,1,569,3.01472e-62,187,254,8,419
WP_152178620,1,567,3.06169e-62,184,245,7,414
WP_104253612,1,566,3.22691e-62,196,258,32,469
WP_174777938,1,564,3.24611e-62,190,258,12,436
WP_235450774,1,567,3.24647e-62,176,225,7,369
TVT18817,1,568,3.3591e-62,155,197,5,291
MBT1609669,1,566,3.42198e-62,179,249,9,406
WP_217503514,1,567,3.4325e-62,177,218,6,365
OJY37803,1,565,3.46062e-62,189,241,23,404
WP_111044376,1,568,3.52533e-62,192,261,17,439
MBK6873065,1,565,3.69703e-62,189,241,14,415
WP_153502671,1,564,3.77129e-62,188,260,6,442
WP_222872181,1,567,3.93442e-62,161,200,7,297
WP_157892282,1,572,3.98159e-62,188,255,20,445
WP_111051487,1,564,3.98605e-62,190,259,24,443
WP_185719407,1,564,3.9992e-62,187,247,17,406
WP_163611918,1,566,4.10453e-62,172,230,8,361
WP_110902649,1,567,4.25557e-62,192,261,17,439
WP_250894159,1,565,4.33622e-62,179,249,9,406
WP_109497052,1,568,4.40645e-62,159,202,6,296
WP_120782733,1,565,4.60763e-62,201,257,9,430
WP_111121783,1,567,4.62692e-62,192,261,17,439
WP_030609222,1,567,4.62868e-62,161,203,6,300
WP_134474266,1,565,4.73363e-62,184,248,8,422
WP_082383459,1,567,4.80468e-62,188,254,20,427
WP_110081397,1,563,5.00763e-62,154,200,7,295
WP_235486418,1,572,5.023e-62,188,255,20,445
WP_251094069,1,565,5.0429e-62,160,200,6,296
WP_214159560,1,569,5.06381e-62,152,193,1,291
PPI21925,1,563,5.06938e-62,170,223,2,355
KQN46127,1,566,5.21301e-62,187,252,20,426
WP_123518751,1,567,5.22372e-62,194,259,20,442
WP_207924793,1,566,5.25248e-62,184,243,9,422
WP_037839866,1,564,5.34394e-62,173,222,8,358
WP_035279704,1,563,5.38958e-62,154,200,7,295
WP_199859050,1,565,5.48388e-62,187,252,20,426
QNG39059,1,564,5.5019e-62,185,241,8,410
GHK03714,1,566,5.52023e-62,157,198,6,294
SMH45675,1,563,5.52999e-62,157,195,1,292
WP_036333882,1,563,5.8974e-62,193,252,10,415
WP_237747260,1,563,5.95962e-62,156,198,6,291
MBA2807383,1,567,6.04413e-62,187,251,18,432
WP_180224933,1,563,6.04947e-62,187,249,9,406
AIR99276,1,567,6.06284e-62,159,197,6,294
WP_093875019,1,565,6.06537e-62,190,244,22,426
MBM9466366,1,563,6.14787e-62,154,203,7,292
KUN24538,1,564,6.16577e-62,184,243,9,422
KQS59226,1,564,6.3054e-62,185,241,8,410
WP_229868678,1,564,6.37187e-62,205,261,42,465
GIH08221,1,562,6.4248e-62,172,238,8,410
WP_228920416,1,564,6.46879e-62,159,196,6,293
GGK65836,1,563,6.73751e-62,159,198,6,298
WP_110893036,1,562,6.8,186,261,17,442
WP_130492667,1,564,6.90557e-62,155,199,6,293
WP_068494546,1,564,7.00663e-62,195,258,26,466
BBZ11563,1,563,7.06775e-62,177,245,9,411
QMU73585,1,564,7.08677e-62,179,231,14,368
WP_237399298,1,548,7.30117e-62,153,194,2,292
WP_116201879,1,563,7.31915e-62,176,240,8,411
WP_214406678,1,562,7.35502e-62,190,247,21,408
WP_200421743,1,567,7.49283e-62,157,198,6,294
MBC7725106,1,563,7.50042e-62,171,231,6,359
WP_082452236,1,566,7.60986e-62,187,252,20,426
GGX38124,1,563,7.62018e-62,205,261,42,465
WP_132878361,1,563,7.72625e-62,191,254,13,430
WP_217208763,1,567,7.82315e-62,165,221,6,350
WP_220140870,1,565,7.84315e-62,187,251,18,432
WP_205255773,1,564,7.89661e-62,190,247,10,413
WP_246214608,1,561,7.95152e-62,191,253,15,444
WP_106205995,1,563,8.04721e-62,185,246,16,413
GHC28637,1,564,8.14499e-62,159,196,6,293
WP_210582335,1,565,8.49614e-62,189,253,16,431
WP_142265073,1,566,8.54344e-62,188,249,20,431
KQX05850,1,562,8.559e-62,179,248,8,417
WP_099722735,1,563,8.6227e-62,181,255,19,425
WP_248841283,1,567,8.67922e-62,182,244,10,402
WP_031018287,1,565,8.72054e-62,185,241,20,420
PII87874,1,562,8.85514e-62,181,255,19,425
WP_107427645,1,565,8.85891e-62,157,193,6,294
GIE10126,1,563,8.97224e-62,166,226,7,354
WP_088947962,1,563,9.14203e-62,176,227,7,369
MBV8291131,1,535,9.2377e-62,99,112,0,133
OBG33730,1,564,9.50064e-62,187,248,23,422
GGQ,1,564,9.5811e-62,157,200,6,296
WP_210936009,1,561,9.66445e-62,191,248,10,406
WP_083133579,1,562,9.87413e-62,177,245,9,411
WP_083896403,1,567,9.96617e-62,181,252,6,411
WP_082523052,1,563,1.00111e-61,185,241,8,410
WP_203911983,1,562,1.02559e-61,172,238,8,410
WP_164702636,1,562,1.05509e-61,192,249,10,411
OOB90923,1,561,1.05733e-61,158,196,1,292
NEK93409,1,562,1.05837e-61,191,253,15,444
OII26554,1,563,1.10748e-61,188,253,20,426
WP_210925936,1,562,1.1274e-61,176,227,7,369
WP_244274900,1,563,1.14092e-61,157,195,1,292
WP_219815356,1,563,1.14502e-61,170,223,2,355
WP_018731065,1,561,1.15101e-61,190,254,14,409
WP_044886287,1,571,1.1649e-61,184,248,13,410
BDH16167,1,564,1.16707e-61,178,228,21,370
WP_202889697,1,562,1.18409e-61,182,240,7,416
WP_189322219,1,563,1.19727e-61,159,198,6,298
SMF64817,1,563,1.20654e-61,174,227,7,360
WP_111233309,1,561,1.23243e-61,186,260,17,442
WP_075825524,1,563,1.23729e-61,181,247,14,416
WP_051875371,1,566,1.24022e-61,181,235,17,396
WP_079083275,1,564,1.25077e-61,184,243,9,422
NYH88621,1,562,1.26792e-61,182,240,7,416
MBT1671300,1,562,1.27039e-61,188,261,17,442
WP_247737641,1,562,1.30031e-61,186,262,17,442
WP_082513728,1,563,1.30176e-61,179,248,8,417
GHD38331,1,564,1.31681e-61,172,227,6,369
WP_187222916,1,560,1.32822e-61,183,248,10,406
WP_095749013,1,564,1.33064e-61,173,222,6,359
WP_006132775,1,563,1.33882e-61,185,241,20,420
WP_083396204,1,564,1.35191e-61,188,253,20,426
WP_078634074,1,565,1.35894e-61,180,238,7,393
CAJ59358,1,571,1.39234e-61,188,255,20,445
WP_055942436,1,561,1.40037e-61,175,230,6,362
WP_079661274,1,564,1.40195e-61,158,200,6,296
WP_029184646,1,563,1.41748e-61,181,247,14,416
KOU46892,1,561,1.42509e-61,155,192,6,291
WP_046564215,1,563,1.43858e-61,165,203,6,291
AJT65606,1,562,1.44989e-61,177,227,13,373
CCH18306,1,562,1.49502e-61,156,198,6,291
MBF4626947,1,561,1.50573e-61,186,260,17,442
WP_055924206,1,561,1.50701e-61,175,230,6,362
WP_254644377,1,563,1.51143e-61,176,225,7,366
KPH99082,1,563,1.51147e-61,157,193,6,301
WP_250895187,1,562,1.51496e-61,179,248,9,406
MBV1939901,1,564,1.53718e-61,176,225,7,366
WP_229087098,1,569,1.54009e-61,196,263,15,443
WP_250891572,1,561,1.54393e-61,179,248,9,406
WP_152870635,1,564,1.55071e-61,157,199,6,296
OSZ61922,1,569,1.55332e-61,158,195,6,294
WP_228513279,1,561,1.56353e-61,186,260,17,442
WP_236655363,1,562,1.5664e-61,167,218,4,349
MBT1540322,1,562,1.56943e-61,179,248,9,406
WP_111238897,1,559,1.57762e-61,184,247,9,406
WP_111092747,1,562,1.57826e-61,186,261,17,442
WP_170231590,1,558,1.61279e-61,186,245,23,408
WP_189931814,1,564,1.61775e-61,157,200,6,296
WP_203816697,1,563,1.6242e-61,166,226,7,354
WP_047321512,1,561,1.63019e-61,188,248,23,422
WP_231483151,1,564,1.65524e-61,191,251,13,446
WP_203739362,1,562,1.66062e-61,171,236,9,380
WP_183623564,1,561,1.67119e-61,194,258,26,466
WP_174530793,1,561,1.69199e-61,162,198,6,291
QHC60621,1,559,1.71863e-61,177,228,4,375
WP_111054353,1,561,1.73932e-61,186,261,17,442
WP_144750110,1,563,1.74319e-61,153,196,5,291
MBT1668426,1,561,1.74357e-61,187,260,17,442
WP_134461918,1,562,1.74635e-61,194,258,20,435
WP_250896002,1,561,1.75452e-61,187,260,17,442
WP_111115966,1,562,1.76766e-61,203,261,12,431
WP_031065523,1,562,1.77543e-61,185,241,20,420
OLR94092,1,561,1.77997e-61,157,199,6,291
MBF4594367,1,561,1.78048e-61,186,260,17,442
WP_256788026,1,570,1.79185e-61,188,255,20,445
WP_113973783,1,561,1.80169e-61,159,195,6,291
PZS15726,1,559,1.80397e-61,181,239,14,409
WP_236227843,1,559,1.82137e-61,152,198,7,292
GGT84223,1,562,1.82991e-61,158,199,6,296
OIH94712,1,562,1.82991e-61,190,250,16,415
WP_063047533,1,562,1.83703e-61,177,249,6,409
WP_244236179,1,559,1.84966e-61,171,222,7,358
WP_073455653,1,558,1.85275e-61,183,242,12,400
WP_111110244,1,561,1.86424e-61,186,260,17,442
KQO48444,1,561,1.86795e-61,187,252,20,426
WP_117212622,1,560,1.88011e-61,181,241,11,407
WP_225447710,1,563,1.91589e-61,179,231,14,368
WP_246551966,1,561,1.92374e-61,188,261,17,442
WP_046926923,1,562,1.95056e-61,177,227,13,373
MBT1618992,1,561,1.9722e-61,179,248,9,406
WP_071251872,1,561,1.97598e-61,179,248,9,406
WP_247472472,1,564,1.99693e-61,156,197,6,296
WP_189923825,1,564,2.01497e-61,173,231,7,372
WP_017888662,1,561,2.01779e-61,179,248,9,406
WP_121829718,1,561,2.02901e-61,193,247,19,422
WP_250892024,1,560,2.0317e-61,187,260,17,442
MBO9044612,1,561,2.04286e-61,186,260,17,442
WP_228516557,1,560,2.05309e-61,186,260,17,442
WP_128781002,1,561,2.07925e-61,187,260,17,442
WP_182065695,1,561,2.09186e-61,186,261,17,442
NEC91660,1,565,2.10929e-61,157,200,6,296
WP_060722221,1,561,2.12218e-61,187,249,14,408
WP_111100137,1,561,2.13022e-61,186,261,17,442
WP_125746631,1,561,2.14556e-61,171,224,8,363
WP_006375506,1,566,2.15937e-61,154,200,6,296
MBT1605351,1,560,2.17255e-61,187,260,17,442
WP_245172277,1,547,2.19413e-61,163,207,8,300
WP_216603901,1,558,2.20228e-61,174,248,13,412
WP_176709085,1,560,2.21854e-61,187,260,17,442
WP_185974200,1,560,2.21854e-61,187,260,17,442
WP_137303567,1,565,2.22137e-61,172,227,6,369
WP_175335693,1,561,2.22149e-61,176,231,6,362
WP_254066281,1,560,2.23258e-61,187,260,17,442
GGQ75155,1,562,2.26082e-61,173,231,7,372
WP_084741394,1,561,2.26831e-61,186,260,17,442
WP_217640914,1,561,2.27249e-61,190,250,16,415
WP_244420306,1,563,2.28676e-61,178,228,21,370
TQM09716,1,558,2.28813e-61,186,245,23,408
WP_254304887,1,545,2.31923e-61,155,193,1,292
WP_053725869,1,561,2.32397e-61,155,192,6,291
WP_245166032,1,560,2.32811e-61,185,259,17,442
WP_209131256,1,560,2.33188e-61,186,260,17,442
WP_217499843,1,561,2.34921e-61,187,260,17,442
WP_245165543,1,560,2.35642e-61,186,260,17,442
WP_236006654,1,562,2.36076e-61,154,204,7,292
WP_250898459,1,560,2.37197e-61,179,248,9,406
WP_247740709,1,560,2.39693e-61,186,260,17,442
WP_051596890,1,560,2.41244e-61,187,260,17,442
WP_245655048,1,563,2.41863e-61,158,198,4,293
WP_111022258,1,560,2.47343e-61,186,260,17,442
WP_150528567,1,561,2.48591e-61,170,223,6,357
WP_245166842,1,560,2.49947e-61,186,261,17,442
WP_250897660,1,560,2.50524e-61,187,260,17,442
WP_129250789,1,561,2.51021e-61,179,227,7,386
MBO7936926,1,563,2.51357e-61,171,225,6,354
WP_175522949,1,563,2.51357e-61,171,225,6,354
WP_203732549,1,563,2.51512e-61,157,200,6,296
WP_052189781,1,562,2.52465e-61,194,252,24,434
WP_127827430,1,561,2.52634e-61,181,231,7,370
MBO9056755,1,560,2.5356e-61,186,261,17,442
WP_111088118,1,560,2.54513e-61,186,261,17,442
GGL98786,1,560,2.58926e-61,182,245,16,414
WP_082059754,1,562,2.61051e-61,187,252,20,426
NQX28819,1,559,2.62254e-61,169,226,8,370
WP_236720195,1,561,2.62629e-61,158,196,1,292
WP_111029400,1,560,2.63381e-61,186,260,17,442
MBO4256300,1,561,2.6445e-61,170,224,6,355
WP_010228838,1,560,2.67187e-61,186,249,14,408
WP_239011181,1,561,2.68182e-61,156,193,6,294
WP_203947574,1,558,2.69885e-61,189,248,10,410
WP_228500226,1,560,2.71786e-61,179,248,9,406
WP_256103011,1,561,2.73123e-61,186,240,17,425
WP_104312276,1,560,2.73355e-61,195,257,32,469
WP_245600847,1,559,2.7471e-61,156,202,6,294
WP_250899160,1,559,2.75292e-61,187,260,17,442
MBO9050540,1,560,2.82282e-61,185,259,17,442
WP_227780486,1,559,2.84301e-61,171,246,6,408
WP_047891719,1,560,2.85572e-61,159,195,6,291
AVZ73974,1,560,2.86018e-61,175,216,6,365
WP_109804631,1,559,2.86466e-61,192,243,8,405
WP_182710865,1,560,2.87502e-61,187,260,17,442
GHE70589,1,562,2.94438e-61,170,223,6,357
WP_193501636,1,561,2.94631e-61,158,199,6,296
WP_203691701,1,566,2.94943e-61,157,202,6,301
NUU52285,1,559,2.95044e-61,193,255,16,412
PQM51556,1,560,3.00393e-61,186,247,23,422
WP_203525431,1,561,3.00509e-61,179,227,7,386
GIF19558,1,559,3.02506e-61,174,236,7,363
WP_123517065,1,560,3.03228e-61,168,221,6,357
WP_111038079,1,559,3.04964e-61,186,261,17,442
WP_060573482,1,560,3.0614e-61,188,250,14,408
WP_071247355,1,559,3.0695e-61,187,260,17,442
WP_123110413,1,560,3.0728e-61,159,195,6,291
WP_152376576,1,559,3.08174e-61,186,261,17,442
WP_200729241,1,562,3.08984e-61,173,231,7,372
WP_209639001,1,558,3.1683e-61,180,247,11,414
WP_252441127,1,557,3.18951e-61,189,252,24,412
WP_075734252,1,560,3.20416e-61,181,247,14,416
MBT1597399,1,559,3.22591e-61,179,248,9,406
WP_220034998,1,559,3.22793e-61,187,260,17,442
QYI97210,1,559,3.29416e-61,186,261,17,442
WP_111224360,1,559,3.29416e-61,186,261,17,442
WP_019871965,1,558,3.31915e-61,189,253,14,409
SCF95918,1,560,3.34605e-61,186,240,17,425
WP_013286000,1,559,3.37632e-61,159,195,6,291
WP_189152127,1,565,3.41421e-61,157,202,6,301
WP_110863387,1,559,3.44774e-61,186,261,17,442
WP_051737398,1,558,3.46521e-61,189,244,13,408
MBF4597116,1,559,3.47116e-61,179,248,9,406
WP_085189033,1,559,3.48051e-61,178,245,9,411
WP_068102568,1,559,3.48745e-61,177,247,9,411
WP_082509581,1,559,3.5512e-61,179,248,9,406
BCB77295,1,544,3.55913e-61,148,189,6,275
ROQ97120,1,561,3.59009e-61,168,221,6,357
WP_250896998,1,559,3.59158e-61,186,261,17,442
WP_247667581,1,557,3.60242e-61,175,226,7,369
WP_050372784,1,560,3.67056e-61,181,247,14,416
OBI00066,1,558,3.67562e-61,176,245,9,411
WP_109004796,1,561,3.70426e-61,174,227,7,363
WP_181662876,1,561,3.7268e-61,158,197,6,300
WP_161374695,1,559,3.76216e-61,193,246,19,422
WP_062968974,1,559,3.80173e-61,182,250,8,412
AXE87078,1,559,3.83207e-61,173,222,6,364
WP_204620544,1,558,3.84799e-61,193,255,16,412
WP_232549611,1,557,3.89653e-61,176,240,13,408
WP_230217358,1,564,3.90332e-61,158,205,6,300
WP_124854556,1,558,3.96363e-61,156,198,6,291
WP_055542048,1,563,3.97181e-61,157,203,6,296
WP_085211431,1,563,3.9805e-61,174,227,7,360
NQE68159,1,558,3.9969e-61,182,250,8,412
CKR65696,1,557,4.02954e-61,175,248,9,411
RQW99915,1,558,4.03033e-61,171,222,7,358
WP_036344081,1,559,4.03376e-61,158,195,6,291
WP_084793795,1,559,4.04805e-61,157,199,6,291
OBJ31601,1,559,4.11135e-61,186,247,23,422
WP_093764201,1,559,4.12643e-61,158,196,6,293
WP_111046795,1,559,4.1472e-61,185,260,17,442
WP_205843441,1,559,4.16241e-61,186,247,23,422
NRD25297,1,556,4.16594e-61,194,257,20,449
WP_189804849,1,559,4.2062e-61,191,246,16,427
WP_189405685,1,560,4.2268e-61,156,193,6,294
WP_221348743,1,562,4.23707e-61,185,246,15,427
WP_181420112,1,558,4.24663e-61,186,257,17,436
WP_082047025,1,559,4.25045e-61,179,247,9,406
WP_256785867,1,561,4.32487e-61,177,239,12,411
MBR22996,1,556,4.34459e-61,166,220,7,357
WP_119572821,1,557,4.36115e-61,193,247,10,406
WP_089157887,1,558,4.38965e-61,191,244,9,403
NEA68434,1,565,4.39473e-61,157,202,6,301
WP_092324604,1,558,4.4541e-61,183,247,8,422
WP_244320306,1,559,4.52398e-61,158,197,6,296
WP_068134235,1,558,4.56957e-61,178,246,9,411
WP_189290482,1,560,4.68452e-61,182,245,16,414
WP_091554977,1,559,4.69462e-61,180,241,10,407
WP_208780806,1,561,4.69694e-61,170,224,6,355
WP_051744740,1,559,4.71063e-61,159,196,6,294
WP_218929500,1,560,4.81889e-61,175,216,6,365
KOU39868,1,557,4.87458e-61,176,223,12,373
WP_039805446,1,559,4.91143e-61,180,247,8,406
WP_247017117,1,558,4.91222e-61,181,247,21,423
WP_151478905,1,560,4.91335e-61,186,241,16,416
WP_082454233,1,560,4.93554e-61,187,252,20,426
WP_208041107,1,562,4.95284e-61,195,265,28,461
WP_022884456,1,562,5.00515e-61,189,260,14,432
WP_244255971,1,559,5.03888e-61,177,228,4,375
WP_190141711,1,562,5.05685e-61,176,226,5,367
WP_241703999,1,562,5.05774e-61,194,264,28,461
WP_068480894,1,558,5.12221e-61,194,257,26,466
WP_249588997,1,559,5.13533e-61,181,236,32,438
WP_111095135,1,558,5.14935e-61,185,260,17,442
OYX57982,1,556,5.15831e-61,183,246,9,420
WP_229851400,1,559,5.24606e-61,194,244,19,423
OBK85983,1,558,5.26975e-61,186,247,23,422
WP_091575422,1,558,5.29504e-61,162,198,6,291
WP_130337689,1,559,5.45637e-61,180,234,9,389
GHD33276,1,558,5.49128e-61,158,200,6,296
WP_134551351,1,558,5.51903e-61,194,258,20,435
WP_249829719,1,564,5.62609e-61,157,203,6,296
WP_190038164,1,560,5.6383e-61,158,196,6,294
WP_130510548,1,559,5.64174e-61,178,236,9,389
WP_150217535,1,558,5.65577e-61,188,242,20,422
WP_156756017,1,557,5.68195e-61,176,235,8,406
WP_197502007,1,558,5.77251e-61,177,244,9,411
WP_112676514,1,557,5.77867e-61,156,198,6,291
WP_243876312,1,557,5.91259e-61,168,219,5,350
WP_212766428,1,557,5.93818e-61,176,222,5,372
MBQ1037548,1,557,6.02586e-61,175,226,7,369
QOM53898,1,555,6.20776e-61,175,248,9,411
WP_234990960,1,560,6.27169e-61,156,203,5,293
WP_123453760,1,559,6.35272e-61,190,243,18,421
WP_017240505,1,558,6.39237e-61,172,219,6,364
MBN9238878,1,556,6.44504e-61,184,253,13,419
WP_067243316,1,557,6.52513e-61,188,241,5,409
WP_078942948,1,560,6.5355e-61,160,199,6,296
WP_111031983,1,557,6.54832e-61,185,261,17,442
WP_229844537,1,556,6.6989e-61,191,246,19,422
WP_078860026,1,560,6.80646e-61,169,221,8,362
WP_203803542,1,559,6.81487e-61,174,236,7,363
WP_239097566,1,561,6.89897e-61,183,243,8,410
ORV53081,1,556,6.95665e-61,179,246,11,412
MBF4585640,1,557,6.95949e-61,192,262,13,442
WP_109687946,1,558,7.04098e-61,150,202,6,291
WP_093782992,1,559,7.0626e-61,193,244,20,427
WP_248824032,1,567,7.10995e-61,158,203,6,291
MBX9472466,1,556,7.11682e-61,177,244,13,413
WP_057364708,1,557,7.19511e-61,175,248,9,411
WP_134663066,1,557,7.19511e-61,170,228,6,374
WP_232869928,1,556,7.21458e-61,186,242,13,406
WP_136230375,1,558,7.36296e-61,153,193,8,297
WP_164628208,1,558,7.61849e-61,156,195,7,297
WP_217235899,1,559,7.64405e-61,197,284,14,505
WP_161705850,1,558,7.68803e-61,189,236,21,425
WP_193475160,1,558,7.71876e-61,157,200,6,297
WP_051715601,1,559,7.72426e-61,189,245,19,423
QZA07580,1,557,7.75637e-61,187,248,23,422
TDU05987,1,557,7.79333e-61,168,219,5,350
WP_196922770,1,556,7.82894e-61,155,198,6,291
MBN9630020,1,560,7.83074e-61,195,264,28,461
WP_055776108,1,556,7.86203e-61,181,248,7,411
WP_159769750,1,561,7.91198e-61,157,202,6,296
WP_030938635,1,559,8.16679e-61,184,238,15,410
MCA0217435,1,555,8.20631e-61,185,244,13,425
WP_215728609,1,556,8.24371e-61,175,248,9,411
MBF4602470,1,556,8.2497e-61,193,263,13,442
WP_221499621,1,557,8.27189e-61,158,201,6,297
MCM3297510,1,558,8.3446e-61,157,193,6,294
WP_138054307,1,557,8.37592e-61,187,236,12,407
WP_026274893,1,554,8.46415e-61,186,250,10,407
WP_182471123,1,557,8.53781e-61,157,200,12,302
WP_187748681,1,559,8.56999e-61,183,244,18,419
WP_251749274,1,565,8.58265e-61,157,201,6,291
PKQ31180,1,554,8.64769e-61,145,201,8,295
WP_099161299,1,557,8.65808e-61,161,198,6,291
WP_108906701,1,556,8.67024e-61,170,216,4,361
WP_111585781,1,560,8.68255e-61,158,197,6,296
WP_189363704,1,556,8.91854e-61,158,195,6,294
WP_062145332,1,558,8.9708e-61,154,196,6,291
WP_083106539,1,561,9.03657e-61,181,226,22,390
WP_092380374,1,554,9.13466e-61,161,202,6,291
WP_215092558,1,556,9.1797e-61,154,192,1,291
WP_133938462,1,556,9.24942e-61,193,263,13,442
WP_208839574,1,556,9.33502e-61,158,195,6,293
WP_030685503,1,557,9.33705e-61,190,245,18,424
WP_062644665,1,558,9.36746e-61,184,251,16,418
PTL74524,1,554,9.37967e-61,157,196,1,292
WP_248811559,1,566,9.43894e-61,158,203,6,291
WP_033434448,1,554,9.55244e-61,170,227,7,374
KUO19690,1,557,9.56062e-61,157,200,6,299
WP_221936721,1,555,9.60963e-61,178,248,7,409
WP_159702900,1,560,9.84578e-61,158,197,6,296
WP_230673513,1,554,9.88468e-61,157,196,1,292
WP_067011322,1,556,9.91498e-61,176,247,9,411
NUK89850,1,552,1.00051e-60,176,217,6,365
WP_041130281,1,556,1.00062e-60,186,236,16,412
WP_114254018,1,558,1.02655e-60,159,199,6,299
WP_091508273,1,556,1.02987e-60,195,266,20,454
EFL09666,1,555,1.03864e-60,167,222,5,360
WP_229890153,1,556,1.04338e-60,158,201,6,297
WP_234385838,1,558,1.04364e-60,156,204,6,300
WP_184593644,1,558,1.05276e-60,158,200,6,296
TSD97238,1,555,1.05359e-60,178,248,7,409
WP_190148279,1,560,1.05861e-60,192,246,19,421
GAQ66723,1,558,1.05919e-60,156,204,6,300
MBM7085922,1,558,1.06668e-60,182,225,7,358
MBE4740441,1,558,1.07278e-60,157,204,6,300
WP_093911973,1,559,1.07955e-60,182,250,18,414
WP_084531995,1,560,1.09081e-60,177,247,6,409
NRD08713,1,554,1.09777e-60,157,196,2,293
WP_029385457,1,557,1.10104e-60,186,241,15,429
WP_222970444,1,559,1.10292e-60,179,253,6,419
WP_134492506,1,556,1.10502e-60,188,252,12,423
WP_078999695,1,558,1.1168e-60,186,235,30,410
WP_234516151,1,559,1.12684e-60,155,194,6,296
WP_215162447,1,558,1.14034e-60,154,196,6,291
WP_231607793,1,554,1.14044e-60,196,252,15,429
BBY03223,1,554,1.15348e-60,176,243,9,411
WP_216833577,1,557,1.16554e-60,192,261,21,446
GGR48344,1,557,1.17226e-60,158,201,6,297
WP_181412279,1,558,1.17917e-60,156,199,6,296
WP_100266891,1,555,1.18679e-60,167,222,5,360
WP_028709228,1,554,1.19612e-60,150,194,8,294
WP_233228712,1,555,1.21278e-60,157,194,6,293
WP_089403845,1,555,1.21413e-60,188,246,12,413
WP_097266064,1,557,1.21911e-60,183,246,15,428
NIL50088,1,556,1.22478e-60,158,195,6,293
WP_145488479,1,560,1.24771e-60,158,197,6,296
WP_111103222,1,556,1.24857e-60,185,261,17,442
WP_234763871,1,558,1.25766e-60,158,200,6,296
TMM35815,1,560,1.25963e-60,161,205,13,308
WP_022904853,1,555,1.27003e-60,195,256,16,412
WP_254281042,1,555,1.27216e-60,194,257,20,449
MBL7499965,1,557,1.29139e-60,180,238,20,380
GIJ31371,1,553,1.29161e-60,189,247,10,406
WP_015659376,1,557,1.2924e-60,176,241,15,409
WP_224739544,1,557,1.30594e-60,157,199,6,294
WP_088971238,1,555,1.30639e-60,165,199,6,291
WP_225559478,1,553,1.31867e-60,184,245,9,406
WP_181868480,1,558,1.34027e-60,156,195,6,300
WP_242088445,1,554,1.36662e-60,195,256,16,412
WP_084598053,1,555,1.37787e-60,153,198,6,291
WP_145920378,1,556,1.38697e-60,165,199,6,291
WP_091249192,1,556,1.38697e-60,182,245,8,406
WP_231885268,1,558,1.38786e-60,157,204,6,300
WP_102642114,1,555,1.38854e-60,157,194,6,293
WP_246890340,1,558,1.402e-60,157,204,6,300
WP_174234747,1,554,1.40418e-60,186,248,9,406
WP_238661353,1,554,1.40421e-60,156,198,6,291
WP_022907353,1,554,1.41319e-60,196,261,21,446
WP_112726315,1,555,1.42182e-60,155,198,6,291
WP_067154755,1,555,1.43008e-60,178,247,9,411
WP_088989805,1,554,1.4519e-60,158,199,6,291
WP_175433478,1,557,1.47775e-60,168,218,6,357
GGT60363,1,556,1.48492e-60,157,199,6,294
RPK67860,1,558,1.49277e-60,153,190,5,295
WP_243591841,1,553,1.50364e-60,157,195,1,292
CCI52080,1,536,1.50402e-60,146,187,6,278
WP_189910018,1,555,1.52557e-60,156,195,6,293
WP_056653927,1,555,1.53049e-60,189,246,22,428
WP_133518755,1,552,1.53051e-60,194,262,15,444
WP_134729680,1,555,1.54443e-60,170,228,6,374
WP_071284685,1,554,1.54532e-60,193,265,10,441
ABP54582,1,553,1.54761e-60,186,250,10,407
WP_148000241,1,557,1.55812e-60,157,202,6,296
WP_1505,1,555,1.56035e-60,186,240,17,415
WP_041664050,1,554,1.57557e-60,183,239,17,415
